15.197,1313.559,75.947,61.053,2.414,2.814
15.247,1314.307,75.598,61.053,2.357,2.757
15.297,1315.031,75.065,61.053,2.271,2.671
15.347,1315.73,74.611,61.053,2.197,2.597
15.397,1316.405,74.349,61.053,2.155,2.555
15.447,1317.055,73.695,61.053,2.049,2.449
15.497,1317.681,73.661,61.053,2.043,2.443
15.547,1318.282,73.121,61.053,1.956,2.356
15.597,1318.858,72.772,61.053,1.899,2.299
15.647,1319.411,72.002,61.053,1.775,2.175
15.697,1319.938,71.336,61.053,1.666,2.066
15.747,1320.441,70.869,61.053,1.591,1.991
15.797,1320.92,70.794,61.053,1.579,1.979
15.847,1321.374,70.18,61.053,1.479,1.879
15.897,1321.804,69.332,61.053,1.342,1.742
15.947,1322.21,68.708,61.053,1.241,1.641
15.997,1322.591,68.18,61.053,1.155,1.555
16.047,1322.947,67.877,61.053,1.106,1.506
16.097,1323.279,67.38,61.053,1.025,1.425
16.147,1323.587,66.77,61.053,0.927,1.327
16.197,1323.871,66.228,61.053,0.839,1.239
16.247,1324.13,65.713,61.053,0.755,1.155
16.297,1324.365,65.228,61.053,0.677,1.077
16.347,1324.575,64.69,61.053,0.589,0.989
16.397,1324.761,64.382,61.053,0.539,0.939
16.447,1324.923,64.004,61.053,0.478,0.878
16.497,1325.061,63.757,61.053,0.438,0.838
16.547,1325.174,63.532,61.053,0.402,0.802
16.597,1325.264,74.74,61.053,2.218,2.618
16.647,1325.328,74.995,61.053,2.26,2.66
16.697,1325.369,75.146,61.053,2.284,2.684
16.747,1325.385,75.501,61.053,2.342,2.742
